candidate_id,job_title,job_description,required_education,required_skills,required_experience,candidate_education,candidate_skills,candidate_experience,hired
2461,Data Science Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Bachelor’s,"['Excel', 'Node.js', 'Writing', 'Java', 'Databases']",2.0,High School,"['Photoshop', 'SQL']",4.0,0
2462,Marketing Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Bachelor’s,"['Photoshop', 'React', 'Java']",3.0,High School,"['Networking', 'Adobe Illustrator', 'React', 'Problem-Solving']",3.0,0
2463,Cybersecurity Attachment,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Master’s,"['Java', 'Excel', 'Digital Marketing']",2.0,Diploma,"['Security Protocols', 'React', 'Excel', 'SQL']",2.0,0
2464,Cybersecurity Attachment,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Master’s,"['Networking', 'Python', 'Node.js']",0.0,Associate’s,"['Problem-Solving', 'Databases', 'Java']",5.0,0
2465,Software Engineering Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Associate’s,"['SQL', 'Adobe Illustrator', 'Databases', 'ML', 'Problem-Solving']",3.0,High School,"['Photoshop', 'Databases']",3.0,0
2466,Finance Attachment,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Master’s,"['Digital Marketing', 'Security Protocols']",2.0,High School,"['SQL', 'Digital Marketing', 'Photoshop', 'Python']",2.0,0
2467,Software Engineering Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Associate’s,"['Databases', 'Security Protocols', 'Digital Marketing', 'Financial Modeling', 'Problem-Solving']",0.5,Master’s,"['Problem-Solving', 'Adobe Illustrator', 'SQL']",1.0,0
2468,Cybersecurity Attachment,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Bachelor’s,"['Networking', 'Financial Modeling', 'ML', 'Writing', 'Java']",1.0,Diploma,"['React', 'Databases', 'ML', 'Adobe Illustrator', 'Photoshop']",1.0,0
2469,Finance Attachment,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,High School,"['Excel', 'Node.js']",0.5,Associate’s,"['Security Protocols', 'ML', 'Photoshop', 'Networking', 'Digital Marketing']",0.5,0
2470,Software Engineering Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Diploma,"['Adobe Illustrator', 'Excel', 'Security Protocols', 'Java', 'SQL']",1.0,Master’s,"['SQL', 'Digital Marketing', 'Networking', 'Problem-Solving', 'Adobe Illustrator']",3.0,0
2471,Backend Developer Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Diploma,"['Adobe Illustrator', 'Java', 'React', 'ML', 'Networking']",0.5,Diploma,"['Security Protocols', 'Databases', 'Photoshop', 'React', 'Python']",4.0,1
2472,Marketing Intern,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,High School,"['SQL', 'Networking', 'Financial Modeling', 'Problem-Solving']",0.5,Bachelor’s,"['React', 'Node.js', 'ML', 'Java']",0.0,0
2473,Backend Developer Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Diploma,"['SQL', 'Adobe Illustrator', 'Digital Marketing', 'Java']",2.0,High School,"['Problem-Solving', 'Python', 'Adobe Illustrator', 'Digital Marketing']",5.0,0
2474,Graphic Design Intern,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Master’s,"['Networking', 'Writing', 'Python', 'Databases']",1.0,Bachelor’s,"['Java', 'Photoshop', 'Financial Modeling', 'Excel']",0.0,0
2475,Backend Developer Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Diploma,"['Digital Marketing', 'Adobe Illustrator']",2.0,High School,"['Adobe Illustrator', 'Excel']",2.0,0
2476,Backend Developer Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Diploma,"['ML', 'Adobe Illustrator', 'Problem-Solving', 'Networking']",0.0,Diploma,"['Adobe Illustrator', 'Python']",5.0,1
2477,Backend Developer Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",High School,"['Digital Marketing', 'Problem-Solving', 'ML']",3.0,Bachelor’s,"['Problem-Solving', 'SQL']",0.5,0
2478,Software Engineering Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Master’s,"['SQL', 'Photoshop']",3.0,Associate’s,"['Databases', 'Python']",1.0,0
2479,Backend Developer Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,Associate’s,"['Excel', 'ML', 'Node.js', 'Financial Modeling', 'Security Protocols']",1.0,Bachelor’s,"['Financial Modeling', 'Python', 'Adobe Illustrator']",0.5,0
2480,Finance Attachment,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Diploma,"['React', 'Photoshop', 'Problem-Solving']",2.0,Associate’s,"['Digital Marketing', 'Excel']",1.0,0
2481,Cybersecurity Attachment,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,Associate’s,"['Photoshop', 'Digital Marketing']",3.0,Associate’s,"['React', 'SQL', 'Node.js', 'Writing']",5.0,0
2482,Software Engineering Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Master’s,"['ML', 'Financial Modeling', 'SQL', 'Security Protocols']",2.0,Diploma,"['React', 'Problem-Solving', 'Financial Modeling', 'Networking', 'Databases']",3.0,0
2483,Graphic Design Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,High School,"['Adobe Illustrator', 'Java', 'Financial Modeling', 'SQL']",0.5,Associate’s,"['Node.js', 'Photoshop', 'Security Protocols', 'SQL', 'Writing']",2.0,0
2484,Software Engineering Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,High School,"['React', 'Problem-Solving']",2.0,High School,"['React', 'Databases']",0.5,0
2485,Finance Attachment,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,High School,"['Excel', 'React']",0.0,High School,"['Financial Modeling', 'Excel', 'Security Protocols']",0.5,1
2486,Finance Attachment,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Diploma,"['Writing', 'Python', 'Problem-Solving', 'Java']",3.0,Bachelor’s,"['Databases', 'Photoshop', 'React', 'Financial Modeling']",2.0,0
2487,Data Science Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Associate’s,"['Java', 'Photoshop', 'Adobe Illustrator', 'SQL']",0.0,Master’s,"['Digital Marketing', 'Problem-Solving', 'Node.js']",5.0,0
2488,Marketing Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,Master’s,"['Databases', 'SQL', 'React']",3.0,Master’s,"['Networking', 'Excel']",0.0,0
2489,Data Science Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Diploma,"['Writing', 'Java', 'SQL', 'Python', 'Digital Marketing']",2.0,High School,"['Adobe Illustrator', 'Problem-Solving']",4.0,0
2490,Marketing Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Associate’s,"['ML', 'Networking', 'Node.js']",0.5,Associate’s,"['Node.js', 'Python', 'Excel', 'Databases', 'SQL']",0.5,1
2491,Finance Attachment,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Diploma,"['ML', 'Writing']",3.0,Diploma,"['Networking', 'Databases', 'Problem-Solving', 'Python']",3.0,0
2492,Data Science Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,High School,"['Security Protocols', 'Excel', 'Networking']",2.0,Associate’s,"['Python', 'Digital Marketing', 'Networking', 'Writing', 'Security Protocols']",1.0,0
2493,Backend Developer Intern,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Diploma,"['Excel', 'Financial Modeling', 'Python']",0.0,Associate’s,"['Node.js', 'Adobe Illustrator', 'Networking', 'React']",1.0,0
2494,Marketing Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Diploma,"['Python', 'Financial Modeling', 'Node.js']",0.5,High School,"['Digital Marketing', 'Node.js']",2.0,0
2495,Finance Attachment,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Master’s,"['Java', 'Photoshop', 'Writing']",1.0,High School,"['Photoshop', 'Problem-Solving', 'Java', 'Networking', 'SQL']",4.0,0
2496,Marketing Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Diploma,"['Writing', 'Digital Marketing', 'Excel', 'Python']",2.0,Bachelor’s,"['SQL', 'Security Protocols', 'Writing']",2.0,0
2497,Cybersecurity Attachment,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,Associate’s,"['Networking', 'Python', 'Photoshop', 'Adobe Illustrator', 'Security Protocols']",2.0,Master’s,"['Problem-Solving', 'SQL', 'Java', 'Photoshop']",0.5,0
2498,Graphic Design Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Diploma,"['Node.js', 'SQL']",1.0,Associate’s,"['Photoshop', 'Digital Marketing', 'Networking', 'Databases']",0.5,0
2499,Data Science Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Diploma,"['Financial Modeling', 'SQL', 'Databases', 'Photoshop', 'Problem-Solving']",0.5,Associate’s,"['Excel', 'SQL']",2.0,0
2500,Software Engineering Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Master’s,"['Databases', 'SQL']",0.5,Bachelor’s,"['Java', 'Financial Modeling', 'ML', 'Security Protocols', 'Databases']",1.0,0
2501,Software Engineering Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,High School,"['Node.js', 'SQL', 'Financial Modeling', 'Security Protocols', 'Digital Marketing']",3.0,Master’s,"['Excel', 'Python']",1.0,0
2502,Graphic Design Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Bachelor’s,"['Java', 'SQL', 'Python', 'Adobe Illustrator', 'Node.js']",2.0,Associate’s,"['Networking', 'Databases', 'Problem-Solving']",1.0,0
2503,Marketing Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Diploma,"['Networking', 'Databases', 'Digital Marketing']",2.0,Associate’s,"['Writing', 'Adobe Illustrator', 'Networking', 'Financial Modeling', 'Python']",1.0,0
2504,Data Science Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Diploma,"['Digital Marketing', 'Python']",2.0,Associate’s,"['Photoshop', 'Node.js', 'Financial Modeling', 'Adobe Illustrator', 'SQL']",1.0,0
2505,Backend Developer Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Associate’s,"['ML', 'Node.js', 'Financial Modeling', 'Security Protocols', 'Databases']",0.0,Diploma,"['Excel', 'Networking']",5.0,0
2506,Graphic Design Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Diploma,"['Problem-Solving', 'React', 'Security Protocols', 'Python', 'Node.js']",2.0,Master’s,"['Databases', 'Java']",4.0,0
2507,Data Science Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",High School,"['Java', 'Financial Modeling']",0.5,Bachelor’s,"['Digital Marketing', 'SQL']",0.5,0
2508,Backend Developer Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Diploma,"['Problem-Solving', 'Databases', 'Node.js', 'Digital Marketing', 'Writing']",1.0,Associate’s,"['Networking', 'ML', 'Java', 'Problem-Solving', 'SQL']",2.0,0
2509,Graphic Design Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Associate’s,"['Writing', 'ML', 'Databases', 'Java']",0.0,Bachelor’s,"['Java', 'ML', 'React']",3.0,0
2510,Graphic Design Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Diploma,"['ML', 'Python', 'Java', 'SQL', 'Node.js']",0.5,High School,"['ML', 'Digital Marketing', 'Problem-Solving', 'Photoshop']",1.0,0
2511,Marketing Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Diploma,"['Databases', 'Photoshop', 'Security Protocols', 'ML', 'Adobe Illustrator']",0.0,Associate’s,"['Photoshop', 'SQL', 'Adobe Illustrator']",1.0,0
2512,Finance Attachment,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Bachelor’s,"['Security Protocols', 'Financial Modeling', 'Excel', 'Problem-Solving', 'ML']",0.0,Bachelor’s,"['Node.js', 'Financial Modeling', 'Digital Marketing', 'Writing']",2.0,1
2513,Cybersecurity Attachment,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Bachelor’s,"['Networking', 'Financial Modeling']",2.0,Diploma,"['ML', 'Writing', 'Adobe Illustrator', 'SQL']",0.0,0
2514,Backend Developer Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,Master’s,"['ML', 'SQL']",0.0,Master’s,"['Node.js', 'Networking']",1.0,0
2515,Marketing Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Associate’s,"['Writing', 'React', 'SQL', 'Adobe Illustrator']",2.0,Associate’s,"['Databases', 'Photoshop', 'Security Protocols', 'Networking']",0.5,0
2516,Backend Developer Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",High School,"['Node.js', 'Digital Marketing', 'React', 'Databases']",3.0,Master’s,"['Digital Marketing', 'Adobe Illustrator', 'Networking', 'Security Protocols', 'ML']",0.0,0
2517,Backend Developer Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Associate’s,"['Python', 'ML', 'Problem-Solving', 'SQL']",3.0,Bachelor’s,"['React', 'Writing']",3.0,0
2518,Finance Attachment,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Master’s,"['Networking', 'Photoshop', 'SQL', 'Security Protocols']",3.0,Diploma,"['Problem-Solving', 'Python', 'ML', 'Photoshop', 'SQL']",3.0,0
2519,Data Science Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Associate’s,"['Security Protocols', 'Excel']",0.5,Diploma,"['Java', 'Writing']",3.0,0
2520,Cybersecurity Attachment,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,High School,"['Databases', 'Digital Marketing', 'Networking']",2.0,Bachelor’s,"['Java', 'Problem-Solving', 'Security Protocols', 'Adobe Illustrator']",5.0,0
2521,Cybersecurity Attachment,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Associate’s,"['Python', 'Networking', 'Java']",3.0,Bachelor’s,"['Python', 'SQL', 'Excel', 'Node.js', 'Digital Marketing']",3.0,0
2522,Graphic Design Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Diploma,"['Adobe Illustrator', 'Node.js', 'Excel']",0.5,Bachelor’s,"['Excel', 'SQL']",0.5,0
2523,Data Science Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Bachelor’s,"['Python', 'Adobe Illustrator', 'Java']",2.0,Diploma,"['Photoshop', 'React']",1.0,0
2524,Finance Attachment,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Bachelor’s,"['Databases', 'Photoshop', 'Java', 'React', 'Digital Marketing']",0.0,Master’s,"['Problem-Solving', 'Photoshop', 'Digital Marketing', 'SQL', 'Node.js']",0.0,0
2525,Graphic Design Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Diploma,"['Excel', 'Writing', 'Digital Marketing', 'Financial Modeling', 'ML']",3.0,Master’s,"['Financial Modeling', 'Photoshop', 'ML', 'SQL']",1.0,0
2526,Finance Attachment,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Diploma,"['Python', 'Writing', 'Databases']",0.0,Master’s,"['Node.js', 'ML', 'Networking', 'Databases']",5.0,0
2527,Marketing Intern,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,High School,"['Adobe Illustrator', 'Security Protocols', 'SQL', 'Networking', 'Writing']",0.5,Associate’s,"['React', 'Node.js', 'Photoshop']",3.0,0
2528,Backend Developer Intern,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,High School,"['Problem-Solving', 'Excel']",1.0,High School,"['Databases', 'Writing']",4.0,0
2529,Marketing Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Bachelor’s,"['ML', 'Java', 'Financial Modeling', 'Writing', 'Python']",3.0,Master’s,"['Python', 'Security Protocols', 'Photoshop']",1.0,0
2530,Software Engineering Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Associate’s,"['ML', 'Adobe Illustrator', 'Java', 'Writing', 'Databases']",3.0,Diploma,"['Python', 'Problem-Solving']",5.0,0
2531,Backend Developer Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",High School,"['SQL', 'React', 'Node.js']",3.0,Diploma,"['Adobe Illustrator', 'Node.js', 'Financial Modeling', 'Java']",5.0,0
2532,Cybersecurity Attachment,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Master’s,"['Adobe Illustrator', 'React', 'ML', 'Financial Modeling']",0.5,Master’s,"['Node.js', 'Java', 'Digital Marketing', 'React']",0.5,1
2533,Data Science Intern,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Associate’s,"['Adobe Illustrator', 'ML', 'Financial Modeling', 'Problem-Solving']",2.0,Bachelor’s,"['Problem-Solving', 'ML', 'Financial Modeling']",5.0,0
2534,Cybersecurity Attachment,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Diploma,"['Security Protocols', 'Adobe Illustrator', 'Financial Modeling', 'Node.js', 'Digital Marketing']",0.0,Associate’s,"['React', 'Writing']",0.5,0
2535,Cybersecurity Attachment,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Associate’s,"['Networking', 'Adobe Illustrator']",2.0,Associate’s,"['Problem-Solving', 'Writing', 'Security Protocols', 'Digital Marketing', 'Node.js']",2.0,0
2536,Software Engineering Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Master’s,"['Photoshop', 'Networking', 'Writing', 'Digital Marketing', 'Node.js']",3.0,Bachelor’s,"['ML', 'Excel', 'React', 'Financial Modeling']",2.0,0
2537,Graphic Design Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,Bachelor’s,"['Problem-Solving', 'Security Protocols', 'ML', 'Python']",2.0,Bachelor’s,"['Node.js', 'Databases', 'Photoshop', 'Excel', 'Problem-Solving']",2.0,1
2538,Graphic Design Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Diploma,"['SQL', 'Networking', 'Adobe Illustrator', 'Excel']",0.0,Diploma,"['Databases', 'Photoshop', 'Networking', 'Adobe Illustrator', 'ML']",3.0,1
2539,Data Science Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Diploma,"['Adobe Illustrator', 'Writing', 'ML', 'Financial Modeling', 'Python']",3.0,Bachelor’s,"['SQL', 'Databases', 'Adobe Illustrator', 'Photoshop']",1.0,0
2540,Marketing Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,High School,"['Node.js', 'Databases', 'ML', 'Networking', 'Python']",0.5,Diploma,"['Python', 'Photoshop', 'Networking', 'Digital Marketing', 'Financial Modeling']",5.0,0
2541,Finance Attachment,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Master’s,"['Photoshop', 'Networking', 'ML']",0.5,High School,"['Networking', 'ML', 'Financial Modeling']",0.0,0
2542,Cybersecurity Attachment,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,High School,"['SQL', 'Networking', 'Databases']",3.0,Master’s,"['Node.js', 'Problem-Solving']",1.0,0
2543,Graphic Design Intern,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Bachelor’s,"['Adobe Illustrator', 'Networking', 'Python', 'Financial Modeling', 'Node.js']",1.0,Diploma,"['Digital Marketing', 'ML', 'Excel', 'Node.js', 'Security Protocols']",0.5,0
2544,Graphic Design Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,Bachelor’s,"['SQL', 'Digital Marketing', 'Writing']",0.0,Bachelor’s,"['Networking', 'Excel', 'SQL']",0.5,1
2545,Backend Developer Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Master’s,"['Adobe Illustrator', 'Problem-Solving', 'ML', 'Security Protocols', 'Photoshop']",0.5,High School,"['Python', 'Excel', 'ML']",2.0,0
2546,Cybersecurity Attachment,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Bachelor’s,"['Databases', 'Problem-Solving']",0.0,Diploma,"['Writing', 'Security Protocols', 'Networking']",0.0,0
2547,Finance Attachment,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Master’s,"['React', 'ML']",0.0,High School,"['Databases', 'Python', 'SQL']",4.0,0
2548,Graphic Design Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Master’s,"['Node.js', 'Adobe Illustrator', 'Java', 'Networking', 'Writing']",0.0,Diploma,"['Financial Modeling', 'Networking', 'ML']",5.0,0
2549,Data Science Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,High School,"['Financial Modeling', 'Databases', 'React']",2.0,Bachelor’s,"['React', 'Databases', 'Financial Modeling', 'Adobe Illustrator']",0.5,0
2550,Cybersecurity Attachment,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Master’s,"['Digital Marketing', 'Excel', 'Java', 'Python']",3.0,Bachelor’s,"['Databases', 'ML', 'Python']",0.0,0
2551,Backend Developer Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Associate’s,"['Adobe Illustrator', 'Security Protocols']",0.5,Bachelor’s,"['Python', 'Databases', 'SQL', 'Networking']",0.0,0
2552,Backend Developer Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Bachelor’s,"['ML', 'Adobe Illustrator']",3.0,Bachelor’s,"['SQL', 'Security Protocols', 'Writing']",5.0,0
2553,Backend Developer Intern,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Diploma,"['Writing', 'Adobe Illustrator', 'Java', 'Security Protocols', 'Databases']",0.0,Bachelor’s,"['Writing', 'ML', 'Digital Marketing', 'Problem-Solving']",1.0,0
2554,Marketing Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",High School,"['Databases', 'Python', 'React', 'Java']",3.0,Diploma,"['SQL', 'Writing', 'Photoshop', 'Security Protocols', 'ML']",2.0,0
2555,Software Engineering Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",High School,"['Writing', 'React', 'Security Protocols', 'Problem-Solving', 'Java']",0.0,Bachelor’s,"['Python', 'Networking', 'Security Protocols', 'Digital Marketing']",4.0,0
2556,Backend Developer Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Master’s,"['Node.js', 'Financial Modeling', 'Adobe Illustrator', 'Databases']",0.5,Master’s,"['Problem-Solving', 'Financial Modeling', 'Databases']",3.0,1
2557,Marketing Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Bachelor’s,"['Adobe Illustrator', 'ML', 'Problem-Solving', 'Python', 'Writing']",0.5,Associate’s,"['Digital Marketing', 'Writing', 'Problem-Solving', 'Databases', 'Node.js']",4.0,0
2558,Data Science Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Master’s,"['Problem-Solving', 'Financial Modeling', 'ML', 'Writing', 'Networking']",1.0,Diploma,"['Writing', 'SQL']",5.0,0
2559,Data Science Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Associate’s,"['Security Protocols', 'Writing']",1.0,Diploma,"['ML', 'Java', 'Databases', 'Problem-Solving', 'Networking']",2.0,0
2560,Software Engineering Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Bachelor’s,"['Networking', 'Writing']",2.0,Master’s,"['Node.js', 'Writing', 'Databases']",3.0,0
2561,Data Science Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Master’s,"['Digital Marketing', 'Security Protocols', 'Adobe Illustrator']",2.0,Master’s,"['Security Protocols', 'SQL', 'Databases']",2.0,1
2562,Cybersecurity Attachment,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Diploma,"['Digital Marketing', 'Python', 'Problem-Solving']",1.0,High School,"['Digital Marketing', 'Excel', 'Python', 'React', 'Security Protocols']",5.0,0
2563,Software Engineering Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,High School,"['Financial Modeling', 'Security Protocols']",0.0,High School,"['Problem-Solving', 'Digital Marketing']",5.0,0
2564,Backend Developer Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,High School,"['Excel', 'Java', 'Node.js', 'SQL']",1.0,Bachelor’s,"['ML', 'Writing']",2.0,0
2565,Data Science Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",High School,"['Node.js', 'Databases', 'Security Protocols', 'React']",0.0,Master’s,"['Excel', 'Adobe Illustrator', 'Node.js']",0.5,0
2566,Graphic Design Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,High School,"['Excel', 'Financial Modeling', 'Java', 'Databases']",3.0,Associate’s,"['Photoshop', 'React', 'ML', 'Databases']",0.0,0
2567,Graphic Design Intern,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Bachelor’s,"['Java', 'Photoshop', 'Node.js']",2.0,High School,"['Adobe Illustrator', 'Databases', 'Python']",0.0,0
2568,Finance Attachment,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Diploma,"['Java', 'SQL']",2.0,High School,"['Node.js', 'SQL', 'Financial Modeling']",3.0,0
2569,Graphic Design Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Associate’s,"['Problem-Solving', 'SQL', 'Digital Marketing', 'Networking', 'Adobe Illustrator']",1.0,Associate’s,"['SQL', 'Digital Marketing', 'Photoshop', 'Financial Modeling']",0.5,0
2570,Data Science Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Master’s,"['Digital Marketing', 'Photoshop']",0.5,High School,"['Adobe Illustrator', 'React', 'Excel', 'Databases', 'Node.js']",5.0,0
2571,Data Science Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Associate’s,"['Security Protocols', 'Writing', 'Financial Modeling']",0.0,High School,"['Node.js', 'Networking', 'Excel']",0.5,0
2572,Backend Developer Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Master’s,"['Photoshop', 'SQL', 'Node.js', 'Networking']",1.0,Associate’s,"['Digital Marketing', 'Problem-Solving', 'SQL', 'Networking']",2.0,0
2573,Backend Developer Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Master’s,"['Java', 'Digital Marketing', 'Python']",0.0,Diploma,"['Security Protocols', 'Node.js', 'ML', 'Problem-Solving', 'Excel']",4.0,0
